medicine_id_ndc,year_month,generic_medicine_name,brand_name,manufacturer_name,dosage_amount,dosage_unit,medication_form,order_unit_description,units_per_order_unit,is_order_unit_openable,price_per_unit_usd,beginning_inventory_units,units_received_this_month,ending_inventory_units,restock_events_count,units_used_this_month,average_daily_usage_units,monthly_usage_trend,usage_variability_flag,currently_backordered,available_suppliers,historically_stocked
59308-7878-68,2025-07,dextrose,DextroseXR,Baxter,5.0,g,iv_bags,bag,12,False,22.14,124,168,145,4,147,5,stable,False,False,"McKesson, Cardinal",True
59308-7878-68,2025-08,dextrose,DextroseXR,Baxter,5.0,g,iv_bags,bag,12,False,22.14,145,180,179,5,146,5,stable,False,False,"McKesson, Cardinal",True
59308-7878-68,2025-09,dextrose,DextroseXR,Baxter,5.0,g,iv_bags,bag,12,False,22.14,179,168,194,5,153,5,stable,False,False,"McKesson, Cardinal",True
59308-7878-68,2025-10,dextrose,DextroseXR,Baxter,5.0,g,iv_bags,bag,12,False,22.14,194,144,192,3,146,5,stable,False,False,"McKesson, Cardinal",True
59308-7878-68,2025-11,dextrose,DextroseXR,Baxter,5.0,g,iv_bags,bag,12,False,22.14,192,72,122,2,142,5,stable,False,False,"McKesson, Cardinal",True
59308-7878-68,2025-12,dextrose,DextroseXR,Baxter,5.0,g,iv_bags,bag,12,False,22.14,122,204,167,5,159,5,increasing,False,False,"McKesson, Cardinal",True
96761-7947-72,2025-01,meropenem,Meropenem,Novartis,500.0,mg,injection_vials,box,25,True,18.81,0,0,0,0,0,0,stable,False,False,None,False
96761-7947-72,2025-02,meropenem,Meropenem,Novartis,500.0,mg,injection_vials,box,25,True,18.81,0,0,0,0,0,0,stable,False,False,None,False
96761-7947-72,2025-03,meropenem,Meropenem,Novartis,500.0,mg,injection_vials,box,25,True,18.81,0,0,0,0,0,0,stable,False,False,None,False
96761-7947-72,2025-04,meropenem,Meropenem,Novartis,500.0,mg,injection_vials,box,25,True,18.81,0,0,0,0,0,0,stable,False,False,None,False
96761-7947-72,2025-05,meropenem,Meropenem,Novartis,500.0,mg,injection_vials,box,25,True,18.81,0,0,0,0,0,0,stable,False,False,None,False
96761-7947-72,2025-06,meropenem,Meropenem,Novartis,500.0,mg,injection_vials,box,25,True,18.81,0,0,0,0,0,0,stable,False,False,None,False
96761-7947-72,2025-07,meropenem,Meropenem,Novartis,500.0,mg,injection_vials,box,25,True,18.81,0,0,0,0,0,0,stable,False,False,None,False
96761-7947-72,2025-08,meropenem,Meropenem,Novartis,500.0,mg,injection_vials,box,25,True,18.81,0,0,0,0,0,0,stable,False,False,None,False
96761-7947-72,2025-09,meropenem,Meropenem,Novartis,500.0,mg,injection_vials,box,25,True,18.81,0,0,0,0,0,0,stable,False,False,None,False
96761-7947-72,2025-10,meropenem,Meropenem,Novartis,500.0,mg,injection_vials,box,25,True,18.81,0,0,0,0,0,0,stable,False,False,None,False
96761-7947-72,2025-11,meropenem,Meropenem,Novartis,500.0,mg,injection_vials,box,25,True,18.81,0,0,0,0,0,0,stable,False,False,None,False
96761-7947-72,2025-12,meropenem,Meropenem,Novartis,500.0,mg,injection_vials,box,25,True,18.81,0,0,0,0,0,0,stable,False,False,None,False
11007-4349-48,2025-01,insulin regular,Insulin,Hikma,100.0,units/ml,injection_vials,box,10,True,70.03,594,320,415,3,499,16,stable,False,False,McKesson,True
11007-4349-48,2025-02,insulin regular,Insulin,Hikma,100.0,units/ml,injection_vials,box,10,True,70.03,415,30,0,3,543,19,stable,False,True,McKesson,True
11007-4349-48,2025-03,insulin regular,Insulin,Hikma,100.0,units/ml,injection_vials,box,10,True,70.03,0,1110,553,5,557,18,stable,False,False,McKesson,True
11007-4349-48,2025-04,insulin regular,Insulin,Hikma,100.0,units/ml,injection_vials,box,10,True,70.03,553,630,640,3,543,18,stable,False,False,McKesson,True
11007-4349-48,2025-05,insulin regular,Insulin,Hikma,100.0,units/ml,injection_vials,box,10,True,70.03,640,430,584,3,486,16,decreasing,False,False,McKesson,True
11007-4349-48,2025-06,insulin regular,Insulin,Hikma,100.0,units/ml,injection_vials,box,10,True,70.03,584,660,707,5,537,18,increasing,False,False,McKesson,True
11007-4349-48,2025-07,insulin regular,Insulin,Hikma,100.0,units/ml,injection_vials,box,10,True,70.03,707,389,618,5,478,15,decreasing,False,False,McKesson,True
11007-4349-48,2025-08,insulin regular,Insulin,Hikma,100.0,units/ml,injection_vials,box,10,True,70.03,618,500,569,3,549,18,increasing,False,False,McKesson,True
11007-4349-48,2025-09,insulin regular,Insulin,Hikma,100.0,units/ml,injection_vials,box,10,True,70.03,569,670,725,4,514,17,stable,False,False,McKesson,True
11007-4349-48,2025-10,insulin regular,Insulin,Hikma,100.0,units/ml,injection_vials,box,10,True,70.03,725,2250,4,4,1695,55,increasing,False,False,McKesson,True
11007-4349-48,2025-11,insulin regular,Insulin,Hikma,100.0,units/ml,injection_vials,box,10,True,70.03,4,1520,1005,5,519,17,decreasing,False,False,McKesson,True
11007-4349-48,2025-12,insulin regular,Insulin,Hikma,100.0,units/ml,injection_vials,box,10,True,70.03,1005,0,524,0,481,16,stable,False,False,McKesson,True
56421-2180-60,2025-01,warfarin,Warfarin ,Fresenius Kabi,2.0,mg,tablets,bottle,500,True,0.38,7471,2500,5759,3,4212,136,stable,False,False,"McKesson, Cardinal, AmerisourceBergen",True
56421-2180-60,2025-02,warfarin,Warfarin ,Fresenius Kabi,2.0,mg,tablets,bottle,500,True,0.38,5759,1500,2981,3,4278,153,stable,False,True,"McKesson, Cardinal, AmerisourceBergen",True
56421-2180-60,2025-03,warfarin,Warfarin ,Fresenius Kabi,2.0,mg,tablets,bottle,500,True,0.38,2981,6000,4977,4,4004,129,stable,False,False,"McKesson, Cardinal, AmerisourceBergen",True
56421-2180-60,2025-04,warfarin,Warfarin ,Fresenius Kabi,2.0,mg,tablets,bottle,500,True,0.38,4977,4500,5178,2,4299,143,stable,False,False,"McKesson, Cardinal, AmerisourceBergen",True
56421-2180-60,2025-05,warfarin,Warfarin ,Fresenius Kabi,2.0,mg,tablets,bottle,500,True,0.38,5178,4301,5210,4,4269,138,stable,False,False,"McKesson, Cardinal, AmerisourceBergen",True
56421-2180-60,2025-06,warfarin,Warfarin ,Fresenius Kabi,2.0,mg,tablets,bottle,500,True,0.38,5210,5500,6072,3,4638,155,stable,False,False,"McKesson, Cardinal, AmerisourceBergen",True
56421-2180-60,2025-07,warfarin,Warfarin ,Fresenius Kabi,2.0,mg,tablets,bottle,500,True,0.38,6072,3240,5082,2,4230,136,stable,False,False,"McKesson, Cardinal, AmerisourceBergen",True
56421-2180-60,2025-08,warfarin,Warfarin ,Fresenius Kabi,2.0,mg,tablets,bottle,500,True,0.38,5082,3500,4425,4,4157,134,stable,False,False,"McKesson, Cardinal, AmerisourceBergen",True
56421-2180-60,2025-09,warfarin,Warfarin ,Fresenius Kabi,2.0,mg,tablets,bottle,500,True,0.38,4425,5000,4898,5,4527,151,stable,False,False,"McKesson, Cardinal, AmerisourceBergen",True
56421-2180-60,2025-10,warfarin,Warfarin ,Fresenius Kabi,2.0,mg,tablets,bottle,500,True,0.38,4898,4500,4748,3,4650,150,stable,False,False,"McKesson, Cardinal, AmerisourceBergen",True
56421-2180-60,2025-11,warfarin,Warfarin ,Fresenius Kabi,2.0,mg,tablets,bottle,500,True,0.38,4748,5000,5067,4,4681,156,stable,False,False,"McKesson, Cardinal, AmerisourceBergen",True
56421-2180-60,2025-12,warfarin,Warfarin ,Fresenius Kabi,2.0,mg,tablets,bottle,500,True,0.38,5067,3000,3997,4,4070,131,decreasing,False,False,"McKesson, Cardinal, AmerisourceBergen",True
91018-8538-98,2025-01,warfarin,Warfarin,Hikma,10.0,mg,tablets,bottle,60,True,0.68,1762,2280,2276,3,1766,57,stable,False,False,"McKesson, Cardinal",True
91018-8538-98,2025-02,warfarin,Warfarin,Hikma,10.0,mg,tablets,bottle,60,True,0.68,2276,1440,1886,3,1830,65,stable,False,False,"McKesson, Cardinal",True
91018-8538-98,2025-03,warfarin,Warfarin,Hikma,10.0,mg,tablets,bottle,60,True,0.68,1886,1800,2038,5,1648,53,stable,False,False,"McKesson, Cardinal",True
91018-8538-98,2025-04,warfarin,Warfarin,Hikma,10.0,mg,tablets,bottle,60,True,0.68,2038,1920,2188,3,1770,59,stable,False,False,"McKesson, Cardinal",True
91018-8538-98,2025-05,warfarin,Warfarin,Hikma,10.0,mg,tablets,bottle,60,True,0.68,2188,1320,1863,5,1645,53,stable,False,False,"McKesson, Cardinal",True
91018-8538-98,2025-06,warfarin,Warfarin,Hikma,10.0,mg,tablets,bottle,60,True,0.68,1863,1980,2184,3,1659,55,stable,False,False,"McKesson, Cardinal",True
91018-8538-98,2025-07,warfarin,Warfarin,Hikma,10.0,mg,tablets,bottle,60,True,0.68,2184,1980,2329,4,1835,59,increasing,False,False,"McKesson, Cardinal",True
91018-8538-98,2025-08,warfarin,Warfarin,Hikma,10.0,mg,tablets,bottle,60,True,0.68,2329,1080,1758,3,1651,53,decreasing,False,False,"McKesson, Cardinal",True
91018-8538-98,2025-09,warfarin,Warfarin,Hikma,10.0,mg,tablets,bottle,60,True,0.68,1758,1800,1944,5,1614,54,stable,False,False,"McKesson, Cardinal",True
91018-8538-98,2025-10,warfarin,Warfarin,Hikma,10.0,mg,tablets,bottle,60,True,0.68,1944,1380,1714,4,1610,52,stable,False,False,"McKesson, Cardinal",True
91018-8538-98,2025-11,warfarin,Warfarin,Hikma,10.0,mg,tablets,bottle,60,True,0.68,1714,1440,1456,5,1698,57,stable,False,False,"McKesson, Cardinal",True
91018-8538-98,2025-12,warfarin,Warfarin,Hikma,10.0,mg,tablets,bottle,60,True,0.68,1456,2160,1900,5,1716,55,stable,False,False,"McKesson, Cardinal",True
79547-9355-34,2025-01,mupirocin,Mupirocin,Sun Pharma,2.0,units/ml,topical,tube,1,True,3.13,176,50,118,5,108,3,stable,False,False,"Cardinal, McKesson",True
79547-9355-34,2025-02,mupirocin,Mupirocin,Sun Pharma,2.0,units/ml,topical,tube,1,True,3.13,118,134,139,3,113,4,stable,False,False,"Cardinal, McKesson",True
79547-9355-34,2025-03,mupirocin,Mupirocin,Sun Pharma,2.0,units/ml,topical,tube,1,True,3.13,139,48,86,4,101,3,decreasing,False,False,"Cardinal, McKesson",True
79547-9355-34,2025-04,mupirocin,Mupirocin,Sun Pharma,2.0,units/ml,topical,tube,1,True,3.13,86,154,125,5,115,4,increasing,False,False,"Cardinal, McKesson",True
79547-9355-34,2025-05,mupirocin,Mupirocin,Sun Pharma,2.0,units/ml,topical,tube,1,True,3.13,125,76,94,4,107,3,stable,False,False,"Cardinal, McKesson",True
79547-9355-34,2025-06,mupirocin,Mupirocin,Sun Pharma,2.0,units/ml,topical,tube,1,True,3.13,94,103,89,3,108,4,stable,False,False,"Cardinal, McKesson",True
79547-9355-34,2025-07,mupirocin,Mupirocin,Sun Pharma,2.0,units/ml,topical,tube,1,True,3.13,89,18,0,3,112,4,stable,False,False,"Cardinal, McKesson",True
79547-9355-34,2025-08,mupirocin,Mupirocin,Sun Pharma,2.0,units/ml,topical,tube,1,True,3.13,0,226,125,5,101,3,stable,False,False,"Cardinal, McKesson",True
79547-9355-34,2025-09,mupirocin,Mupirocin,Sun Pharma,2.0,units/ml,topical,tube,1,True,3.13,125,97,105,5,117,4,increasing,False,False,"Cardinal, McKesson",True
79547-9355-34,2025-10,mupirocin,Mupirocin,Sun Pharma,2.0,units/ml,topical,tube,1,True,3.13,105,76,0,3,317,10,increasing,False,False,"Cardinal, McKesson",True
79547-9355-34,2025-11,mupirocin,Mupirocin,Sun Pharma,2.0,units/ml,topical,tube,1,True,3.13,0,351,241,5,110,4,decreasing,False,False,"Cardinal, McKesson",True
79547-9355-34,2025-12,mupirocin,Mupirocin,Sun Pharma,2.0,units/ml,topical,tube,1,True,3.13,241,12,147,5,106,3,stable,False,False,"Cardinal, McKesson",True
99277-6295-90,2025-01,meropenem,Meropenem ,Baxter,500.0,mg,injection_vials,box,25,True,7.33,234,82,143,2,173,6,stable,False,False,"McKesson, Cardinal",True
99277-6295-90,2025-02,meropenem,Meropenem ,Baxter,500.0,mg,injection_vials,box,25,True,7.33,143,325,267,5,201,7,increasing,False,False,"McKesson, Cardinal",True
99277-6295-90,2025-03,meropenem,Meropenem ,Baxter,500.0,mg,injection_vials,box,25,True,7.33,267,0,168,0,99,3,decreasing,False,False,"McKesson, Cardinal",True
99277-6295-90,2025-04,meropenem,Meropenem ,Baxter,500.0,mg,injection_vials,box,25,True,7.33,168,25,85,3,108,4,stable,False,False,"McKesson, Cardinal",True
99277-6295-90,2025-05,meropenem,Meropenem ,Baxter,500.0,mg,injection_vials,box,25,True,7.33,85,175,140,3,120,4,increasing,False,False,"McKesson, Cardinal",True
99277-6295-90,2025-06,meropenem,Meropenem ,Baxter,500.0,mg,injection_vials,box,25,True,7.33,140,100,134,1,106,4,decreasing,False,False,"McKesson, Cardinal",True
99277-6295-90,2025-07,meropenem,Meropenem ,Baxter,500.0,mg,injection_vials,box,25,True,7.33,134,75,92,3,117,4,increasing,False,False,"McKesson, Cardinal",True
99277-6295-90,2025-08,meropenem,Meropenem ,Baxter,500.0,mg,injection_vials,box,25,True,7.33,92,174,135,4,131,4,increasing,False,False,"McKesson, Cardinal",True
99277-6295-90,2025-09,meropenem,Meropenem ,Baxter,500.0,mg,injection_vials,box,25,True,7.33,135,167,173,4,129,4,stable,False,False,"McKesson, Cardinal",True
99277-6295-90,2025-10,meropenem,Meropenem ,Baxter,500.0,mg,injection_vials,box,25,True,7.33,173,75,131,1,117,4,stable,False,False,"McKesson, Cardinal",True
99277-6295-90,2025-11,meropenem,Meropenem ,Baxter,500.0,mg,injection_vials,box,25,True,7.33,131,300,229,3,202,7,increasing,False,False,"McKesson, Cardinal",True
99277-6295-90,2025-12,meropenem,Meropenem ,Baxter,500.0,mg,injection_vials,box,25,True,7.33,229,150,182,2,197,6,stable,False,False,"McKesson, Cardinal",True
47627-2257-92,2025-01,ibuprofen,Ibuprofen,Hikma,600.0,mg,tablets,bottle,90,True,1.11,4925,0,2475,0,2450,79,stable,False,False,AmerisourceBergen,True
47627-2257-92,2025-02,ibuprofen,Ibuprofen,Hikma,600.0,mg,tablets,bottle,90,True,1.11,2475,3240,2875,3,2840,101,increasing,False,False,AmerisourceBergen,True
47627-2257-92,2025-03,ibuprofen,Ibuprofen,Hikma,600.0,mg,tablets,bottle,90,True,1.11,2875,2070,2255,4,2690,87,stable,False,False,AmerisourceBergen,True
47627-2257-92,2025-04,ibuprofen,Ibuprofen,Hikma,600.0,mg,tablets,bottle,90,True,1.11,2255,4580,3799,4,3036,101,increasing,False,False,AmerisourceBergen,True
47627-2257-92,2025-05,ibuprofen,Ibuprofen,Hikma,600.0,mg,tablets,bottle,90,True,1.11,3799,3510,4131,4,3178,103,stable,False,False,AmerisourceBergen,True
47627-2257-92,2025-06,ibuprofen,Ibuprofen,Hikma,600.0,mg,tablets,bottle,90,True,1.11,4131,3420,3697,5,3854,128,increasing,False,False,AmerisourceBergen,True
47627-2257-92,2025-07,ibuprofen,Ibuprofen,Hikma,600.0,mg,tablets,bottle,90,True,1.11,3697,4950,4930,3,3717,120,stable,False,False,AmerisourceBergen,True
47627-2257-92,2025-08,ibuprofen,Ibuprofen,Hikma,600.0,mg,tablets,bottle,90,True,1.11,4930,3420,4862,5,3488,113,stable,False,False,AmerisourceBergen,True
47627-2257-92,2025-09,ibuprofen,Ibuprofen,Hikma,600.0,mg,tablets,bottle,90,True,1.11,4862,6300,0,5,16595,553,increasing,False,False,AmerisourceBergen,True
47627-2257-92,2025-10,ibuprofen,Ibuprofen,Hikma,600.0,mg,tablets,bottle,90,True,1.11,0,16920,12604,3,4316,139,decreasing,False,False,AmerisourceBergen,True
47627-2257-92,2025-11,ibuprofen,Ibuprofen,Hikma,600.0,mg,tablets,bottle,90,True,1.11,12604,0,8534,0,4070,136,stable,False,False,AmerisourceBergen,True
47627-2257-92,2025-12,ibuprofen,Ibuprofen,Hikma,600.0,mg,tablets,bottle,90,True,1.11,8534,90,4791,3,3833,124,stable,False,False,AmerisourceBergen,True
29773-2013-67,2025-01,clindamycin,Clindamycin ,Baxter,300.0,mcg/ml,capsule,bottle,120,True,1.08,0,0,0,0,0,0,stable,False,False,None,False
29773-2013-67,2025-02,clindamycin,Clindamycin ,Baxter,300.0,mcg/ml,capsule,bottle,120,True,1.08,0,0,0,0,0,0,stable,False,False,None,False
29773-2013-67,2025-03,clindamycin,Clindamycin ,Baxter,300.0,mcg/ml,capsule,bottle,120,True,1.08,0,0,0,0,0,0,stable,False,False,None,False
29773-2013-67,2025-04,clindamycin,Clindamycin ,Baxter,300.0,mcg/ml,capsule,bottle,120,True,1.08,0,0,0,0,0,0,stable,False,False,None,False
29773-2013-67,2025-05,clindamycin,Clindamycin ,Baxter,300.0,mcg/ml,capsule,bottle,120,True,1.08,0,0,0,0,0,0,stable,False,False,None,False
29773-2013-67,2025-06,clindamycin,Clindamycin ,Baxter,300.0,mcg/ml,capsule,bottle,120,True,1.08,0,0,0,0,0,0,stable,False,False,None,False
29773-2013-67,2025-07,clindamycin,Clindamycin ,Baxter,300.0,mcg/ml,capsule,bottle,120,True,1.08,0,0,0,0,0,0,stable,False,False,None,False
29773-2013-67,2025-08,clindamycin,Clindamycin ,Baxter,300.0,mcg/ml,capsule,bottle,120,True,1.08,0,0,0,0,0,0,stable,False,False,None,False
29773-2013-67,2025-09,clindamycin,Clindamycin ,Baxter,300.0,mcg/ml,capsule,bottle,120,True,1.08,0,0,0,0,0,0,stable,False,False,None,False
29773-2013-67,2025-10,clindamycin,Clindamycin ,Baxter,300.0,mcg/ml,capsule,bottle,120,True,1.08,0,0,0,0,0,0,stable,False,False,None,False
29773-2013-67,2025-11,clindamycin,Clindamycin ,Baxter,300.0,mcg/ml,capsule,bottle,120,True,1.08,0,0,0,0,0,0,stable,False,False,None,False
29773-2013-67,2025-12,clindamycin,Clindamycin ,Baxter,300.0,mcg/ml,capsule,bottle,120,True,1.08,0,0,0,0,0,0,stable,False,False,None,False
58870-5634-59,2025-01,metformin,Metformin ,Aurobindo,1000.0,mg,tablets,bottle,90,True,0.64,6193,4500,6202,3,4491,145,stable,False,False,"Cardinal, McKesson",True
58870-5634-59,2025-02,metformin,Metformin ,Aurobindo,1000.0,mg,tablets,bottle,90,True,0.64,6202,3522,4704,3,5020,179,increasing,False,False,"Cardinal, McKesson",True
58870-5634-59,2025-03,metformin,Metformin ,Aurobindo,1000.0,mg,tablets,bottle,90,True,0.64,4704,7200,6767,4,5137,166,stable,False,False,"Cardinal, McKesson",True
58870-5634-59,2025-04,metformin,Metformin ,Aurobindo,1000.0,mg,tablets,bottle,90,True,0.64,6767,2430,4245,4,4952,165,stable,False,False,"Cardinal, McKesson",True
58870-5634-59,2025-05,metformin,Metformin ,Aurobindo,1000.0,mg,tablets,bottle,90,True,0.64,4245,7200,6477,3,4968,160,stable,False,False,"Cardinal, McKesson",True
58870-5634-59,2025-06,metformin,Metformin ,Aurobindo,1000.0,mg,tablets,bottle,90,True,0.64,6477,5400,6077,5,5800,193,increasing,False,False,"Cardinal, McKesson",True
58870-5634-59,2025-07,metformin,Metformin ,Aurobindo,1000.0,mg,tablets,bottle,90,True,0.64,6077,5490,5782,3,5785,187,stable,False,False,"Cardinal, McKesson",True
58870-5634-59,2025-08,metformin,Metformin ,Aurobindo,1000.0,mg,tablets,bottle,90,True,0.64,5782,5850,6066,3,5566,180,stable,False,False,"Cardinal, McKesson",True
58870-5634-59,2025-09,metformin,Metformin ,Aurobindo,1000.0,mg,tablets,bottle,90,True,0.64,6066,5580,5732,3,5914,197,stable,False,False,"Cardinal, McKesson",True
58870-5634-59,2025-10,metformin,Metformin ,Aurobindo,1000.0,mg,tablets,bottle,90,True,0.64,5732,1530,1246,4,6016,194,stable,False,False,"Cardinal, McKesson",True
58870-5634-59,2025-11,metformin,Metformin ,Aurobindo,1000.0,mg,tablets,bottle,90,True,0.64,1246,10800,5637,4,6409,214,stable,False,False,"Cardinal, McKesson",True
58870-5634-59,2025-12,metformin,Metformin ,Aurobindo,1000.0,mg,tablets,bottle,90,True,0.64,5637,7830,6863,4,6604,213,stable,False,False,"Cardinal, McKesson",True
20682-3317-54,2025-01,albuterol,AlbuterolSR,Baxter,90.0,mcg,aerosol,canister,12,False,19.03,198,192,210,3,180,6,stable,False,False,"AmerisourceBergen, Cardinal",True
20682-3317-54,2025-02,albuterol,AlbuterolSR,Baxter,90.0,mcg,aerosol,canister,12,False,19.03,210,144,200,4,154,6,decreasing,False,False,"AmerisourceBergen, Cardinal",True
20682-3317-54,2025-03,albuterol,AlbuterolSR,Baxter,90.0,mcg,aerosol,canister,12,False,19.03,200,76,131,2,145,5,stable,False,False,"AmerisourceBergen, Cardinal",True
20682-3317-54,2025-04,albuterol,AlbuterolSR,Baxter,90.0,mcg,aerosol,canister,12,False,19.03,131,156,152,5,135,4,stable,False,False,"AmerisourceBergen, Cardinal",True
20682-3317-54,2025-05,albuterol,AlbuterolSR,Baxter,90.0,mcg,aerosol,canister,12,False,19.03,152,120,161,4,111,4,decreasing,False,False,"AmerisourceBergen, Cardinal",True
20682-3317-54,2025-06,albuterol,AlbuterolSR,Baxter,90.0,mcg,aerosol,canister,12,False,19.03,161,47,97,3,111,4,stable,False,False,"AmerisourceBergen, Cardinal",True
20682-3317-54,2025-07,albuterol,AlbuterolSR,Baxter,90.0,mcg,aerosol,canister,12,False,19.03,97,144,134,3,107,3,stable,False,False,"AmerisourceBergen, Cardinal",True
20682-3317-54,2025-08,albuterol,AlbuterolSR,Baxter,90.0,mcg,aerosol,canister,12,False,19.03,134,48,89,3,93,3,decreasing,False,False,"AmerisourceBergen, Cardinal",True
20682-3317-54,2025-09,albuterol,AlbuterolSR,Baxter,90.0,mcg,aerosol,canister,12,False,19.03,89,96,97,2,88,3,stable,False,False,"AmerisourceBergen, Cardinal",True
20682-3317-54,2025-10,albuterol,AlbuterolSR,Baxter,90.0,mcg,aerosol,canister,12,False,19.03,97,48,73,3,72,2,decreasing,False,False,"AmerisourceBergen, Cardinal",True
20682-3317-54,2025-11,albuterol,AlbuterolSR,Baxter,90.0,mcg,aerosol,canister,12,False,19.03,73,72,74,2,71,2,stable,False,False,"AmerisourceBergen, Cardinal",True
20682-3317-54,2025-12,albuterol,AlbuterolSR,Baxter,90.0,mcg,aerosol,canister,12,False,19.03,74,225,154,5,145,5,increasing,False,False,"AmerisourceBergen, Cardinal",True
76648-6928-12,2025-01,saline,SalineXR,Baxter,0.9,g,iv_bags,bag,24,False,57.31,76,78,78,3,76,2,stable,False,False,"Cardinal, McKesson",True
76648-6928-12,2025-02,saline,SalineXR,Baxter,0.9,g,iv_bags,bag,24,False,57.31,78,96,100,3,74,3,stable,False,False,"Cardinal, McKesson",True
76648-6928-12,2025-03,saline,SalineXR,Baxter,0.9,g,iv_bags,bag,24,False,57.31,100,264,150,5,214,7,increasing,False,False,"Cardinal, McKesson",True
76648-6928-12,2025-04,saline,SalineXR,Baxter,0.9,g,iv_bags,bag,24,False,57.31,150,24,103,1,71,2,decreasing,False,False,"Cardinal, McKesson",True
76648-6928-12,2025-05,saline,SalineXR,Baxter,0.9,g,iv_bags,bag,24,False,57.31,103,72,100,2,75,2,stable,False,False,"Cardinal, McKesson",True
76648-6928-12,2025-06,saline,SalineXR,Baxter,0.9,g,iv_bags,bag,24,False,57.31,100,56,75,3,81,3,stable,False,False,"Cardinal, McKesson",True
76648-6928-12,2025-07,saline,SalineXR,Baxter,0.9,g,iv_bags,bag,24,False,57.31,75,120,115,2,80,3,stable,False,False,"Cardinal, McKesson",True
76648-6928-12,2025-08,saline,SalineXR,Baxter,0.9,g,iv_bags,bag,24,False,57.31,115,44,79,1,80,3,stable,False,False,"Cardinal, McKesson",True
76648-6928-12,2025-09,saline,SalineXR,Baxter,0.9,g,iv_bags,bag,24,False,57.31,79,96,99,2,76,3,stable,False,False,"Cardinal, McKesson",True
76648-6928-12,2025-10,saline,SalineXR,Baxter,0.9,g,iv_bags,bag,24,False,57.31,99,48,2,2,172,6,increasing,False,False,"Cardinal, McKesson",True
76648-6928-12,2025-11,saline,SalineXR,Baxter,0.9,g,iv_bags,bag,24,False,57.31,2,216,137,2,81,3,decreasing,False,False,"Cardinal, McKesson",True
76648-6928-12,2025-12,saline,SalineXR,Baxter,0.9,g,iv_bags,bag,24,False,57.31,137,48,105,1,80,3,stable,False,False,"Cardinal, McKesson",True
80748-9626-14,2025-01,ondansetron,OndansetronXR,Hikma,4.0,mg,tablets,bottle,120,True,0.15,4630,0,2478,0,2152,69,stable,False,False,"Cardinal, McKesson, AmerisourceBergen",True
80748-9626-14,2025-02,ondansetron,OndansetronXR,Hikma,4.0,mg,tablets,bottle,120,True,0.15,2478,2520,2708,3,2290,82,stable,False,False,"Cardinal, McKesson, AmerisourceBergen",True
80748-9626-14,2025-03,ondansetron,OndansetronXR,Hikma,4.0,mg,tablets,bottle,120,True,0.15,2708,2160,2591,3,2277,73,stable,False,False,"Cardinal, McKesson, AmerisourceBergen",True
80748-9626-14,2025-04,ondansetron,OndansetronXR,Hikma,4.0,mg,tablets,bottle,120,True,0.15,2591,2040,2456,4,2175,72,stable,False,False,"Cardinal, McKesson, AmerisourceBergen",True
80748-9626-14,2025-05,ondansetron,OndansetronXR,Hikma,4.0,mg,tablets,bottle,120,True,0.15,2456,2160,2521,4,2095,68,stable,False,False,"Cardinal, McKesson, AmerisourceBergen",True
80748-9626-14,2025-06,ondansetron,OndansetronXR,Hikma,4.0,mg,tablets,bottle,120,True,0.15,2521,2640,2939,4,2222,74,stable,False,False,"Cardinal, McKesson, AmerisourceBergen",True
80748-9626-14,2025-07,ondansetron,OndansetronXR,Hikma,4.0,mg,tablets,bottle,120,True,0.15,2939,1080,1877,4,2142,69,stable,False,False,"Cardinal, McKesson, AmerisourceBergen",True
80748-9626-14,2025-08,ondansetron,OndansetronXR,Hikma,4.0,mg,tablets,bottle,120,True,0.15,1877,3000,2617,5,2260,73,stable,False,False,"Cardinal, McKesson, AmerisourceBergen",True
80748-9626-14,2025-09,ondansetron,OndansetronXR,Hikma,4.0,mg,tablets,bottle,120,True,0.15,2617,2400,2929,4,2088,70,stable,False,False,"Cardinal, McKesson, AmerisourceBergen",True
80748-9626-14,2025-10,ondansetron,OndansetronXR,Hikma,4.0,mg,tablets,bottle,120,True,0.15,2929,1920,2645,3,2204,71,stable,False,False,"Cardinal, McKesson, AmerisourceBergen",True
80748-9626-14,2025-11,ondansetron,OndansetronXR,Hikma,4.0,mg,tablets,bottle,120,True,0.15,2645,1920,2188,5,2377,79,stable,False,False,"Cardinal, McKesson, AmerisourceBergen",True
80748-9626-14,2025-12,ondansetron,OndansetronXR,Hikma,4.0,mg,tablets,bottle,120,True,0.15,2188,3000,3076,4,2112,68,decreasing,False,False,"Cardinal, McKesson, AmerisourceBergen",True
90031-5668-67,2025-01,tacrolimus,Tacrolimus ,Lupin,5.0,mg,capsule,bottle,100,True,0.3,3021,3600,3755,4,2866,92,stable,True,False,AmerisourceBergen,True
90031-5668-67,2025-02,tacrolimus,Tacrolimus ,Lupin,5.0,mg,capsule,bottle,100,True,0.3,3755,700,2179,3,2276,81,decreasing,True,False,AmerisourceBergen,True
90031-5668-67,2025-03,tacrolimus,Tacrolimus ,Lupin,5.0,mg,capsule,bottle,100,True,0.3,2179,3900,3117,3,2962,96,increasing,True,False,AmerisourceBergen,True
90031-5668-67,2025-04,tacrolimus,Tacrolimus ,Lupin,5.0,mg,capsule,bottle,100,True,0.3,3117,3700,3919,5,2898,97,stable,True,False,AmerisourceBergen,True
